nutrition_template_id,title,audience,diet_style,goal,meal_schedule,calorie_strategy,macro_strategy,hydration_strategy,foods_to_prioritize,foods_to_limit,allergen_flags,protein_guidance,recovery_food_notes,risk_notes,data_source_hint,created_version
NT0259,Low Lactose Postpartum Recovery - 3 Meals 1 Snack,postpartum_parent,low_lactose,postpartum_recovery,3_meals_1_snack,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0260,Low Lactose Postpartum Recovery - 3 Meals 2 Snacks,postpartum_parent,low_lactose,postpartum_recovery,3_meals_2_snacks,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0261,Low Lactose Postpartum Recovery - Time Restricted 12 Hour Window Adult Only,postpartum_parent,low_lactose,postpartum_recovery,time_restricted_12_hour_window_adult_only,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0262,Low Lactose Postpartum Recovery - Shift Worker Flexible,postpartum_parent,low_lactose,postpartum_recovery,shift_worker_flexible,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0263,Low Lactose Child Growth - 3 Meals,child_6_12,low_lactose,child_growth,3_meals,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Prioritize whole-food protein. Children/teens should not be prompted to use protein powders; use caregiver and clinician/dietitian review for special diets.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0264,Low Lactose Child Growth - 3 Meals 1 Snack,child_6_12,low_lactose,child_growth,3_meals_1_snack,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Prioritize whole-food protein. Children/teens should not be prompted to use protein powders; use caregiver and clinician/dietitian review for special diets.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0265,Low Lactose Child Growth - 3 Meals 2 Snacks,child_6_12,low_lactose,child_growth,3_meals_2_snacks,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Prioritize whole-food protein. Children/teens should not be prompted to use protein powders; use caregiver and clinician/dietitian review for special diets.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0266,Low Lactose Teen Sport - 3 Meals,teen_13_17,low_lactose,teen_sport,3_meals,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Prioritize whole-food protein. Children/teens should not be prompted to use protein powders; use caregiver and clinician/dietitian review for special diets.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0267,Low Lactose Teen Sport - 3 Meals 1 Snack,teen_13_17,low_lactose,teen_sport,3_meals_1_snack,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Prioritize whole-food protein. Children/teens should not be prompted to use protein powders; use caregiver and clinician/dietitian review for special diets.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0268,Low Lactose Teen Sport - 3 Meals 2 Snacks,teen_13_17,low_lactose,teen_sport,3_meals_2_snacks,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Prioritize whole-food protein. Children/teens should not be prompted to use protein powders; use caregiver and clinician/dietitian review for special diets.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0269,Low Lactose Recovery Day - 3 Meals,general_adult,low_lactose,recovery_day,3_meals,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0270,Low Lactose Recovery Day - 3 Meals 1 Snack,general_adult,low_lactose,recovery_day,3_meals_1_snack,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0271,Low Lactose Recovery Day - 3 Meals 2 Snacks,general_adult,low_lactose,recovery_day,3_meals_2_snacks,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0272,Low Lactose Recovery Day - Time Restricted 12 Hour Window Adult Only,general_adult,low_lactose,recovery_day,time_restricted_12_hour_window_adult_only,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0273,Low Lactose Recovery Day - Shift Worker Flexible,general_adult,low_lactose,recovery_day,shift_worker_flexible,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0274,Gluten Free Possible Weight Loss - 3 Meals,general_adult,gluten_free_possible,weight_loss,3_meals,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0275,Gluten Free Possible Weight Loss - 3 Meals 1 Snack,general_adult,gluten_free_possible,weight_loss,3_meals_1_snack,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0276,Gluten Free Possible Weight Loss - 3 Meals 2 Snacks,general_adult,gluten_free_possible,weight_loss,3_meals_2_snacks,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0277,Gluten Free Possible Weight Loss - Time Restricted 12 Hour Window Adult Only,general_adult,gluten_free_possible,weight_loss,time_restricted_12_hour_window_adult_only,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0278,Gluten Free Possible Weight Loss - Shift Worker Flexible,general_adult,gluten_free_possible,weight_loss,shift_worker_flexible,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0279,Gluten Free Possible Muscle Gain - 3 Meals,general_adult,gluten_free_possible,muscle_gain,3_meals,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0280,Gluten Free Possible Muscle Gain - 3 Meals 1 Snack,general_adult,gluten_free_possible,muscle_gain,3_meals_1_snack,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0281,Gluten Free Possible Muscle Gain - 3 Meals 2 Snacks,general_adult,gluten_free_possible,muscle_gain,3_meals_2_snacks,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0282,Gluten Free Possible Muscle Gain - Time Restricted 12 Hour Window Adult Only,general_adult,gluten_free_possible,muscle_gain,time_restricted_12_hour_window_adult_only,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
