plan_day_id,plan_id,day_number,week_number,is_training_day,focus,session_summary,target_minutes,exercise_filter_tags,nutrition_focus,recovery_focus,created_version
PL0049-D009,PL0049,9,2,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",30,recovery;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0049-D010,PL0049,10,2,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",30,recovery;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0049-D011,PL0049,11,2,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",30,recovery;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0049-D012,PL0049,12,2,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0049-D013,PL0049,13,2,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0049-D014,PL0049,14,2,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0049-D015,PL0049,15,3,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",30,recovery;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0049-D016,PL0049,16,3,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",30,recovery;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0049-D017,PL0049,17,3,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",30,recovery;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0049-D018,PL0049,18,3,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",30,recovery;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0049-D019,PL0049,19,3,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0049-D020,PL0049,20,3,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0049-D021,PL0049,21,3,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0049-D022,PL0049,22,4,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",30,recovery;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0049-D023,PL0049,23,4,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",30,recovery;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0049-D024,PL0049,24,4,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",30,recovery;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0049-D025,PL0049,25,4,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",30,recovery;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0049-D026,PL0049,26,4,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0049-D027,PL0049,27,4,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0049-D028,PL0049,28,4,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D001,PL0050,1,1,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",45,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D002,PL0050,2,1,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",45,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D003,PL0050,3,1,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D004,PL0050,4,1,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",45,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D005,PL0050,5,1,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D006,PL0050,6,1,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D007,PL0050,7,1,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D008,PL0050,8,2,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D009,PL0050,9,2,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",45,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D010,PL0050,10,2,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",45,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D011,PL0050,11,2,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",45,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D012,PL0050,12,2,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D013,PL0050,13,2,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D014,PL0050,14,2,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D015,PL0050,15,3,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",45,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D016,PL0050,16,3,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",45,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D017,PL0050,17,3,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",45,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D018,PL0050,18,3,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D019,PL0050,19,3,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D020,PL0050,20,3,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D021,PL0050,21,3,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D022,PL0050,22,4,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",45,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D023,PL0050,23,4,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D024,PL0050,24,4,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",45,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D025,PL0050,25,4,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",45,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D026,PL0050,26,4,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D027,PL0050,27,4,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0050-D028,PL0050,28,4,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D001,PL0051,1,1,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",45,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D002,PL0051,2,1,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",45,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D003,PL0051,3,1,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D004,PL0051,4,1,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",45,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D005,PL0051,5,1,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D006,PL0051,6,1,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D007,PL0051,7,1,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D008,PL0051,8,2,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D009,PL0051,9,2,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",45,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D010,PL0051,10,2,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",45,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D011,PL0051,11,2,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",45,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D012,PL0051,12,2,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D013,PL0051,13,2,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D014,PL0051,14,2,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D015,PL0051,15,3,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",45,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D016,PL0051,16,3,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",45,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D017,PL0051,17,3,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",45,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D018,PL0051,18,3,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D019,PL0051,19,3,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D020,PL0051,20,3,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D021,PL0051,21,3,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D022,PL0051,22,4,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",45,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D023,PL0051,23,4,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D024,PL0051,24,4,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",45,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D025,PL0051,25,4,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",45,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D026,PL0051,26,4,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D027,PL0051,27,4,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0051-D028,PL0051,28,4,false,recovery,walk + mobility + hydration check,15,recovery;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D001,PL0052,1,1,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",30,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D002,PL0052,2,1,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",30,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D003,PL0052,3,1,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",30,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D004,PL0052,4,1,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",30,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D005,PL0052,5,1,false,recovery,walk + mobility + hydration check,15,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D006,PL0052,6,1,false,recovery,walk + mobility + hydration check,15,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D007,PL0052,7,1,false,recovery,walk + mobility + hydration check,15,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D008,PL0052,8,2,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",30,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D009,PL0052,9,2,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",30,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D010,PL0052,10,2,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",30,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D011,PL0052,11,2,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",30,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D012,PL0052,12,2,false,recovery,walk + mobility + hydration check,15,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D013,PL0052,13,2,false,recovery,walk + mobility + hydration check,15,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D014,PL0052,14,2,false,recovery,walk + mobility + hydration check,15,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D015,PL0052,15,3,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",30,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D016,PL0052,16,3,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",30,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D017,PL0052,17,3,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",30,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D018,PL0052,18,3,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",30,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D019,PL0052,19,3,false,recovery,walk + mobility + hydration check,15,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D020,PL0052,20,3,false,recovery,walk + mobility + hydration check,15,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D021,PL0052,21,3,false,recovery,walk + mobility + hydration check,15,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D022,PL0052,22,4,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",30,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D023,PL0052,23,4,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",30,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D024,PL0052,24,4,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",30,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D025,PL0052,25,4,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",30,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D026,PL0052,26,4,false,recovery,walk + mobility + hydration check,15,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D027,PL0052,27,4,false,recovery,walk + mobility + hydration check,15,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0052-D028,PL0052,28,4,false,recovery,walk + mobility + hydration check,15,athletic_power;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0053-D001,PL0053,1,1,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",45,athletic_power;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0053-D002,PL0053,2,1,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",45,athletic_power;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0053-D003,PL0053,3,1,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,athletic_power;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0053-D004,PL0053,4,1,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",45,athletic_power;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0053-D005,PL0053,5,1,false,recovery,walk + mobility + hydration check,15,athletic_power;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0053-D006,PL0053,6,1,false,recovery,walk + mobility + hydration check,15,athletic_power;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0053-D007,PL0053,7,1,false,recovery,walk + mobility + hydration check,15,athletic_power;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0053-D008,PL0053,8,2,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,athletic_power;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0053-D009,PL0053,9,2,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",45,athletic_power;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0053-D010,PL0053,10,2,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",45,athletic_power;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0053-D011,PL0053,11,2,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",45,athletic_power;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0053-D012,PL0053,12,2,false,recovery,walk + mobility + hydration check,15,athletic_power;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0053-D013,PL0053,13,2,false,recovery,walk + mobility + hydration check,15,athletic_power;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0053-D014,PL0053,14,2,false,recovery,walk + mobility + hydration check,15,athletic_power;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0053-D015,PL0053,15,3,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",45,athletic_power;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0053-D016,PL0053,16,3,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",45,athletic_power;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0053-D017,PL0053,17,3,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",45,athletic_power;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0053-D018,PL0053,18,3,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,athletic_power;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0053-D019,PL0053,19,3,false,recovery,walk + mobility + hydration check,15,athletic_power;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0053-D020,PL0053,20,3,false,recovery,walk + mobility + hydration check,15,athletic_power;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0053-D021,PL0053,21,3,false,recovery,walk + mobility + hydration check,15,athletic_power;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0053-D022,PL0053,22,4,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",45,athletic_power;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0053-D023,PL0053,23,4,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,athletic_power;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0053-D024,PL0053,24,4,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",45,athletic_power;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0053-D025,PL0053,25,4,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",45,athletic_power;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0053-D026,PL0053,26,4,false,recovery,walk + mobility + hydration check,15,athletic_power;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0053-D027,PL0053,27,4,false,recovery,walk + mobility + hydration check,15,athletic_power;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
