title,variant,audience,sex_focus,age_min_months,age_max_years,pregnancy_trimester,postpartum_min_weeks,category,subcategory,goal_tags,level,intensity,equipment,location,primary_muscles,secondary_muscles,movement_pattern,setup,instructions,sets,reps_or_duration,rest_seconds,tempo,progression,regression,contraindications,safety_flags,medical_review_required,nutrition_pairing,recovery_notes,muscle_map_view,muscle_map_primary_layer_ids,image_asset_id,animation_keyframes,youtube_search_query,youtube_embed_url,source_policy,license_status,review_status,exercise_id,created_version,youtube_video_id,youtube_video_url,youtube_channel_id,youtube_channel_title,youtube_thumbnail_url,youtube_license_type,youtube_embeddable,youtube_syndicated,youtube_review_status,youtube_attribution_text,youtube_last_checked_at,video_usage_policy,ai_import_allowed,ai_import_safety_gate
Bodyweight Squat,Bodyweight,general_adult,unisex,216,64.0,not_applicable,not_applicable,strength,regular tempo,strength;fat_loss;muscle;mobility;health,beginner,low,none,home,quads,glutes;hamstrings;core,squat,Prepare none and choose a space where the movement can be done without obstacles.,"Set up for squat with none; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Increase load only when all reps are smooth and you can repeat the quality next session.",2-3 sets,8-12 reps,60-90,controlled,"Add 1 rep per set, add one set, reduce assistance, or add 2.5-5% load only after two clean sessions.","Reduce range, slow down, use support, remove load, or switch to a simpler related pattern.","avoid pain, dizziness, numbness, joint instability, uncontrolled symptoms, or form breakdown",adult_content;form_first;progress_gradually,False,protein + carbohydrate meal within normal daily needs; hydrate,Pair with mobility for the primary muscles and avoid repeating high intensity on the same muscle group on consecutive days.,front_back,quads,quads,start setup | controlled squat lowering | stable end range | return to start,Bodyweight Squat exercise demonstration Creative Commons safe form,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_coach_review,EX00001,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Play Brisk Walk,play,preschool_child_3_5,unisex,36,5.0,not_applicable,not_applicable,cardio,play,coordination;healthy_growth;confidence;family_activity;fitness_foundation,beginner,low_to_moderate,none,home_school_outdoor,full_body,calves;glutes;quads,gait,"Create a safe open space. Use playful cues, not body-shaming or punishment language.","Set up for brisk walk with none; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Keep it playful; prioritize skill, landing control, and fun over load, fatigue, or competition.",1-3 playful rounds,5-12 reps or 20-60 seconds,45-90,playful controlled,"Progress with better coordination, balance, consistency, or game complexity before adding load.","Make it a game, reduce reps, shorten the distance, or use parent/coach demonstration.","no max lifts, no supplement prompts, no forced fatigue; technique and enjoyment first",child_supervision;no_max_lifts;no_supplement_prompts;fun_first,True,"whole-food meal/snack, water, fruit, dairy/beans/eggs/meat alternatives as appropriate; no protein-powder prompts","Sleep, hydration, normal meals, gentle play, and rest days are the main recovery tools for young users.",front_back,full_body,child_play,coach demo | child attempts gait | soft landing/control | smile/rest,kids safe Brisk Walk exercise game demonstration,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_child_safety_review,EX01963,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Play Brisk Walk,play,preschool_child_3_5,unisex,36,5.0,not_applicable,not_applicable,cardio,play,coordination;healthy_growth;confidence;family_activity;fitness_foundation,intermediate,low_to_moderate,none,home_school_outdoor,full_body,calves;glutes;quads,gait,"Create a safe open space. Use playful cues, not body-shaming or punishment language.","Set up for brisk walk with none; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Keep it playful; prioritize skill, landing control, and fun over load, fatigue, or competition.",1-3 playful rounds,5-12 reps or 20-60 seconds,45-90,playful controlled,"Progress with better coordination, balance, consistency, or game complexity before adding load.","Make it a game, reduce reps, shorten the distance, or use parent/coach demonstration.","no max lifts, no supplement prompts, no forced fatigue; technique and enjoyment first",child_supervision;no_max_lifts;no_supplement_prompts;fun_first,True,"whole-food meal/snack, water, fruit, dairy/beans/eggs/meat alternatives as appropriate; no protein-powder prompts","Sleep, hydration, normal meals, gentle play, and rest days are the main recovery tools for young users.",front_back,full_body,child_play,coach demo | child attempts gait | soft landing/control | smile/rest,kids safe Brisk Walk exercise game demonstration,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_child_safety_review,EX01964,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Play Brisk Walk,play,preschool_child_3_5,unisex,36,5.0,not_applicable,not_applicable,cardio,play,coordination;healthy_growth;confidence;family_activity;fitness_foundation,beginner,low_to_moderate,treadmill,home_school_outdoor,full_body,calves;glutes;quads,gait,"Create a safe open space. Use playful cues, not body-shaming or punishment language.","Set up for brisk walk with treadmill; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Keep it playful; prioritize skill, landing control, and fun over load, fatigue, or competition.",1-3 playful rounds,5-12 reps or 20-60 seconds,45-90,playful controlled,"Progress with better coordination, balance, consistency, or game complexity before adding load.","Make it a game, reduce reps, shorten the distance, or use parent/coach demonstration.","no max lifts, no supplement prompts, no forced fatigue; technique and enjoyment first",child_supervision;no_max_lifts;no_supplement_prompts;fun_first,True,"whole-food meal/snack, water, fruit, dairy/beans/eggs/meat alternatives as appropriate; no protein-powder prompts","Sleep, hydration, normal meals, gentle play, and rest days are the main recovery tools for young users.",front_back,full_body,child_play,coach demo | child attempts gait | soft landing/control | smile/rest,kids safe Brisk Walk exercise game demonstration,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_child_safety_review,EX01965,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Play Brisk Walk,play,preschool_child_3_5,unisex,36,5.0,not_applicable,not_applicable,cardio,play,coordination;healthy_growth;confidence;family_activity;fitness_foundation,intermediate,low_to_moderate,treadmill,home_school_outdoor,full_body,calves;glutes;quads,gait,"Create a safe open space. Use playful cues, not body-shaming or punishment language.","Set up for brisk walk with treadmill; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Keep it playful; prioritize skill, landing control, and fun over load, fatigue, or competition.",1-3 playful rounds,5-12 reps or 20-60 seconds,45-90,playful controlled,"Progress with better coordination, balance, consistency, or game complexity before adding load.","Make it a game, reduce reps, shorten the distance, or use parent/coach demonstration.","no max lifts, no supplement prompts, no forced fatigue; technique and enjoyment first",child_supervision;no_max_lifts;no_supplement_prompts;fun_first,True,"whole-food meal/snack, water, fruit, dairy/beans/eggs/meat alternatives as appropriate; no protein-powder prompts","Sleep, hydration, normal meals, gentle play, and rest days are the main recovery tools for young users.",front_back,full_body,child_play,coach demo | child attempts gait | soft landing/control | smile/rest,kids safe Brisk Walk exercise game demonstration,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_child_safety_review,EX01966,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Play Jog Run,play,preschool_child_3_5,unisex,36,5.0,not_applicable,not_applicable,cardio,play,coordination;healthy_growth;confidence;family_activity;fitness_foundation,beginner,low_to_moderate,none,home_school_outdoor,calves,quads;hamstrings;glutes;core,gait,"Create a safe open space. Use playful cues, not body-shaming or punishment language.","Set up for jog run with none; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Keep it playful; prioritize skill, landing control, and fun over load, fatigue, or competition.",1-3 playful rounds,5-12 reps or 20-60 seconds,45-90,playful controlled,"Progress with better coordination, balance, consistency, or game complexity before adding load.","Make it a game, reduce reps, shorten the distance, or use parent/coach demonstration.","no max lifts, no supplement prompts, no forced fatigue; technique and enjoyment first",child_supervision;no_max_lifts;no_supplement_prompts;fun_first,True,"whole-food meal/snack, water, fruit, dairy/beans/eggs/meat alternatives as appropriate; no protein-powder prompts","Sleep, hydration, normal meals, gentle play, and rest days are the main recovery tools for young users.",front_back,calves,child_play,coach demo | child attempts gait | soft landing/control | smile/rest,kids safe Jog Run exercise game demonstration,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_child_safety_review,EX01967,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Play Jog Run,play,preschool_child_3_5,unisex,36,5.0,not_applicable,not_applicable,cardio,play,coordination;healthy_growth;confidence;family_activity;fitness_foundation,intermediate,low_to_moderate,none,home_school_outdoor,calves,quads;hamstrings;glutes;core,gait,"Create a safe open space. Use playful cues, not body-shaming or punishment language.","Set up for jog run with none; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Keep it playful; prioritize skill, landing control, and fun over load, fatigue, or competition.",1-3 playful rounds,5-12 reps or 20-60 seconds,45-90,playful controlled,"Progress with better coordination, balance, consistency, or game complexity before adding load.","Make it a game, reduce reps, shorten the distance, or use parent/coach demonstration.","no max lifts, no supplement prompts, no forced fatigue; technique and enjoyment first",child_supervision;no_max_lifts;no_supplement_prompts;fun_first,True,"whole-food meal/snack, water, fruit, dairy/beans/eggs/meat alternatives as appropriate; no protein-powder prompts","Sleep, hydration, normal meals, gentle play, and rest days are the main recovery tools for young users.",front_back,calves,child_play,coach demo | child attempts gait | soft landing/control | smile/rest,kids safe Jog Run exercise game demonstration,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_child_safety_review,EX01968,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Play Jog Run,play,preschool_child_3_5,unisex,36,5.0,not_applicable,not_applicable,cardio,play,coordination;healthy_growth;confidence;family_activity;fitness_foundation,beginner,low_to_moderate,treadmill,home_school_outdoor,calves,quads;hamstrings;glutes;core,gait,"Create a safe open space. Use playful cues, not body-shaming or punishment language.","Set up for jog run with treadmill; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Keep it playful; prioritize skill, landing control, and fun over load, fatigue, or competition.",1-3 playful rounds,5-12 reps or 20-60 seconds,45-90,playful controlled,"Progress with better coordination, balance, consistency, or game complexity before adding load.","Make it a game, reduce reps, shorten the distance, or use parent/coach demonstration.","no max lifts, no supplement prompts, no forced fatigue; technique and enjoyment first",child_supervision;no_max_lifts;no_supplement_prompts;fun_first,True,"whole-food meal/snack, water, fruit, dairy/beans/eggs/meat alternatives as appropriate; no protein-powder prompts","Sleep, hydration, normal meals, gentle play, and rest days are the main recovery tools for young users.",front_back,calves,child_play,coach demo | child attempts gait | soft landing/control | smile/rest,kids safe Jog Run exercise game demonstration,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_child_safety_review,EX01969,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Play Jog Run,play,preschool_child_3_5,unisex,36,5.0,not_applicable,not_applicable,cardio,play,coordination;healthy_growth;confidence;family_activity;fitness_foundation,intermediate,low_to_moderate,treadmill,home_school_outdoor,calves,quads;hamstrings;glutes;core,gait,"Create a safe open space. Use playful cues, not body-shaming or punishment language.","Set up for jog run with treadmill; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Keep it playful; prioritize skill, landing control, and fun over load, fatigue, or competition.",1-3 playful rounds,5-12 reps or 20-60 seconds,45-90,playful controlled,"Progress with better coordination, balance, consistency, or game complexity before adding load.","Make it a game, reduce reps, shorten the distance, or use parent/coach demonstration.","no max lifts, no supplement prompts, no forced fatigue; technique and enjoyment first",child_supervision;no_max_lifts;no_supplement_prompts;fun_first,True,"whole-food meal/snack, water, fruit, dairy/beans/eggs/meat alternatives as appropriate; no protein-powder prompts","Sleep, hydration, normal meals, gentle play, and rest days are the main recovery tools for young users.",front_back,calves,child_play,coach demo | child attempts gait | soft landing/control | smile/rest,kids safe Jog Run exercise game demonstration,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_child_safety_review,EX01970,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Play Cycling,play,preschool_child_3_5,unisex,36,5.0,not_applicable,not_applicable,cardio,play,coordination;healthy_growth;confidence;family_activity;fitness_foundation,beginner,low_to_moderate,none,home_school_outdoor,quads,glutes;calves,cyclical,"Create a safe open space. Use playful cues, not body-shaming or punishment language.","Set up for cycling with none; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Keep it playful; prioritize skill, landing control, and fun over load, fatigue, or competition.",1-3 playful rounds,5-12 reps or 20-60 seconds,45-90,playful controlled,"Progress with better coordination, balance, consistency, or game complexity before adding load.","Make it a game, reduce reps, shorten the distance, or use parent/coach demonstration.","no max lifts, no supplement prompts, no forced fatigue; technique and enjoyment first",child_supervision;no_max_lifts;no_supplement_prompts;fun_first,True,"whole-food meal/snack, water, fruit, dairy/beans/eggs/meat alternatives as appropriate; no protein-powder prompts","Sleep, hydration, normal meals, gentle play, and rest days are the main recovery tools for young users.",front_back,quads,child_play,coach demo | child attempts cyclical | soft landing/control | smile/rest,kids safe Cycling exercise game demonstration,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_child_safety_review,EX01971,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Play Cycling,play,preschool_child_3_5,unisex,36,5.0,not_applicable,not_applicable,cardio,play,coordination;healthy_growth;confidence;family_activity;fitness_foundation,intermediate,low_to_moderate,none,home_school_outdoor,quads,glutes;calves,cyclical,"Create a safe open space. Use playful cues, not body-shaming or punishment language.","Set up for cycling with none; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Keep it playful; prioritize skill, landing control, and fun over load, fatigue, or competition.",1-3 playful rounds,5-12 reps or 20-60 seconds,45-90,playful controlled,"Progress with better coordination, balance, consistency, or game complexity before adding load.","Make it a game, reduce reps, shorten the distance, or use parent/coach demonstration.","no max lifts, no supplement prompts, no forced fatigue; technique and enjoyment first",child_supervision;no_max_lifts;no_supplement_prompts;fun_first,True,"whole-food meal/snack, water, fruit, dairy/beans/eggs/meat alternatives as appropriate; no protein-powder prompts","Sleep, hydration, normal meals, gentle play, and rest days are the main recovery tools for young users.",front_back,quads,child_play,coach demo | child attempts cyclical | soft landing/control | smile/rest,kids safe Cycling exercise game demonstration,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_child_safety_review,EX01972,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Play Mountain Climber,play,preschool_child_3_5,unisex,36,5.0,not_applicable,not_applicable,conditioning,play,coordination;healthy_growth;confidence;family_activity;fitness_foundation,beginner,low_to_moderate,none,home_school_outdoor,abs,shoulders;hip_flexors,core_cardio,"Create a safe open space. Use playful cues, not body-shaming or punishment language.","Set up for mountain climber with none; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Keep it playful; prioritize skill, landing control, and fun over load, fatigue, or competition.",1-3 playful rounds,5-12 reps or 20-60 seconds,45-90,playful controlled,"Progress with better coordination, balance, consistency, or game complexity before adding load.","Make it a game, reduce reps, shorten the distance, or use parent/coach demonstration.","no max lifts, no supplement prompts, no forced fatigue; technique and enjoyment first",child_supervision;no_max_lifts;no_supplement_prompts;fun_first,True,"whole-food meal/snack, water, fruit, dairy/beans/eggs/meat alternatives as appropriate; no protein-powder prompts","Sleep, hydration, normal meals, gentle play, and rest days are the main recovery tools for young users.",front_back,abs,child_play,coach demo | child attempts core_cardio | soft landing/control | smile/rest,kids safe Mountain Climber exercise game demonstration,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_child_safety_review,EX01973,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Play Mountain Climber,play,preschool_child_3_5,unisex,36,5.0,not_applicable,not_applicable,conditioning,play,coordination;healthy_growth;confidence;family_activity;fitness_foundation,intermediate,low_to_moderate,none,home_school_outdoor,abs,shoulders;hip_flexors,core_cardio,"Create a safe open space. Use playful cues, not body-shaming or punishment language.","Set up for mountain climber with none; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Keep it playful; prioritize skill, landing control, and fun over load, fatigue, or competition.",1-3 playful rounds,5-12 reps or 20-60 seconds,45-90,playful controlled,"Progress with better coordination, balance, consistency, or game complexity before adding load.","Make it a game, reduce reps, shorten the distance, or use parent/coach demonstration.","no max lifts, no supplement prompts, no forced fatigue; technique and enjoyment first",child_supervision;no_max_lifts;no_supplement_prompts;fun_first,True,"whole-food meal/snack, water, fruit, dairy/beans/eggs/meat alternatives as appropriate; no protein-powder prompts","Sleep, hydration, normal meals, gentle play, and rest days are the main recovery tools for young users.",front_back,abs,child_play,coach demo | child attempts core_cardio | soft landing/control | smile/rest,kids safe Mountain Climber exercise game demonstration,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_child_safety_review,EX01974,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Play Mountain Climber,play,preschool_child_3_5,unisex,36,5.0,not_applicable,not_applicable,conditioning,play,coordination;healthy_growth;confidence;family_activity;fitness_foundation,beginner,low_to_moderate,mat,home_school_outdoor,abs,shoulders;hip_flexors,core_cardio,"Create a safe open space. Use playful cues, not body-shaming or punishment language.","Set up for mountain climber with mat; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Keep it playful; prioritize skill, landing control, and fun over load, fatigue, or competition.",1-3 playful rounds,5-12 reps or 20-60 seconds,45-90,playful controlled,"Progress with better coordination, balance, consistency, or game complexity before adding load.","Make it a game, reduce reps, shorten the distance, or use parent/coach demonstration.","no max lifts, no supplement prompts, no forced fatigue; technique and enjoyment first",child_supervision;no_max_lifts;no_supplement_prompts;fun_first,True,"whole-food meal/snack, water, fruit, dairy/beans/eggs/meat alternatives as appropriate; no protein-powder prompts","Sleep, hydration, normal meals, gentle play, and rest days are the main recovery tools for young users.",front_back,abs,child_play,coach demo | child attempts core_cardio | soft landing/control | smile/rest,kids safe Mountain Climber exercise game demonstration,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_child_safety_review,EX01975,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Play Mountain Climber,play,preschool_child_3_5,unisex,36,5.0,not_applicable,not_applicable,conditioning,play,coordination;healthy_growth;confidence;family_activity;fitness_foundation,intermediate,low_to_moderate,mat,home_school_outdoor,abs,shoulders;hip_flexors,core_cardio,"Create a safe open space. Use playful cues, not body-shaming or punishment language.","Set up for mountain climber with mat; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Keep it playful; prioritize skill, landing control, and fun over load, fatigue, or competition.",1-3 playful rounds,5-12 reps or 20-60 seconds,45-90,playful controlled,"Progress with better coordination, balance, consistency, or game complexity before adding load.","Make it a game, reduce reps, shorten the distance, or use parent/coach demonstration.","no max lifts, no supplement prompts, no forced fatigue; technique and enjoyment first",child_supervision;no_max_lifts;no_supplement_prompts;fun_first,True,"whole-food meal/snack, water, fruit, dairy/beans/eggs/meat alternatives as appropriate; no protein-powder prompts","Sleep, hydration, normal meals, gentle play, and rest days are the main recovery tools for young users.",front_back,abs,child_play,coach demo | child attempts core_cardio | soft landing/control | smile/rest,kids safe Mountain Climber exercise game demonstration,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_child_safety_review,EX01976,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Play Bear Crawl,play,preschool_child_3_5,unisex,36,5.0,not_applicable,not_applicable,conditioning,play,coordination;healthy_growth;confidence;family_activity;fitness_foundation,beginner,low_to_moderate,none,home_school_outdoor,shoulders,core;quads;glutes,locomotion,"Create a safe open space. Use playful cues, not body-shaming or punishment language.","Set up for bear crawl with none; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Keep it playful; prioritize skill, landing control, and fun over load, fatigue, or competition.",1-3 playful rounds,5-12 reps or 20-60 seconds,45-90,playful controlled,"Progress with better coordination, balance, consistency, or game complexity before adding load.","Make it a game, reduce reps, shorten the distance, or use parent/coach demonstration.","no max lifts, no supplement prompts, no forced fatigue; technique and enjoyment first",child_supervision;no_max_lifts;no_supplement_prompts;fun_first,True,"whole-food meal/snack, water, fruit, dairy/beans/eggs/meat alternatives as appropriate; no protein-powder prompts","Sleep, hydration, normal meals, gentle play, and rest days are the main recovery tools for young users.",front_back,shoulders,child_play,coach demo | child attempts locomotion | soft landing/control | smile/rest,kids safe Bear Crawl exercise game demonstration,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_child_safety_review,EX01977,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Play Bear Crawl,play,preschool_child_3_5,unisex,36,5.0,not_applicable,not_applicable,conditioning,play,coordination;healthy_growth;confidence;family_activity;fitness_foundation,intermediate,low_to_moderate,none,home_school_outdoor,shoulders,core;quads;glutes,locomotion,"Create a safe open space. Use playful cues, not body-shaming or punishment language.","Set up for bear crawl with none; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Keep it playful; prioritize skill, landing control, and fun over load, fatigue, or competition.",1-3 playful rounds,5-12 reps or 20-60 seconds,45-90,playful controlled,"Progress with better coordination, balance, consistency, or game complexity before adding load.","Make it a game, reduce reps, shorten the distance, or use parent/coach demonstration.","no max lifts, no supplement prompts, no forced fatigue; technique and enjoyment first",child_supervision;no_max_lifts;no_supplement_prompts;fun_first,True,"whole-food meal/snack, water, fruit, dairy/beans/eggs/meat alternatives as appropriate; no protein-powder prompts","Sleep, hydration, normal meals, gentle play, and rest days are the main recovery tools for young users.",front_back,shoulders,child_play,coach demo | child attempts locomotion | soft landing/control | smile/rest,kids safe Bear Crawl exercise game demonstration,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_child_safety_review,EX01978,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Play Bear Crawl,play,preschool_child_3_5,unisex,36,5.0,not_applicable,not_applicable,conditioning,play,coordination;healthy_growth;confidence;family_activity;fitness_foundation,beginner,low_to_moderate,mat,home_school_outdoor,shoulders,core;quads;glutes,locomotion,"Create a safe open space. Use playful cues, not body-shaming or punishment language.","Set up for bear crawl with mat; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Keep it playful; prioritize skill, landing control, and fun over load, fatigue, or competition.",1-3 playful rounds,5-12 reps or 20-60 seconds,45-90,playful controlled,"Progress with better coordination, balance, consistency, or game complexity before adding load.","Make it a game, reduce reps, shorten the distance, or use parent/coach demonstration.","no max lifts, no supplement prompts, no forced fatigue; technique and enjoyment first",child_supervision;no_max_lifts;no_supplement_prompts;fun_first,True,"whole-food meal/snack, water, fruit, dairy/beans/eggs/meat alternatives as appropriate; no protein-powder prompts","Sleep, hydration, normal meals, gentle play, and rest days are the main recovery tools for young users.",front_back,shoulders,child_play,coach demo | child attempts locomotion | soft landing/control | smile/rest,kids safe Bear Crawl exercise game demonstration,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_child_safety_review,EX01979,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Play Bear Crawl,play,preschool_child_3_5,unisex,36,5.0,not_applicable,not_applicable,conditioning,play,coordination;healthy_growth;confidence;family_activity;fitness_foundation,intermediate,low_to_moderate,mat,home_school_outdoor,shoulders,core;quads;glutes,locomotion,"Create a safe open space. Use playful cues, not body-shaming or punishment language.","Set up for bear crawl with mat; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Keep it playful; prioritize skill, landing control, and fun over load, fatigue, or competition.",1-3 playful rounds,5-12 reps or 20-60 seconds,45-90,playful controlled,"Progress with better coordination, balance, consistency, or game complexity before adding load.","Make it a game, reduce reps, shorten the distance, or use parent/coach demonstration.","no max lifts, no supplement prompts, no forced fatigue; technique and enjoyment first",child_supervision;no_max_lifts;no_supplement_prompts;fun_first,True,"whole-food meal/snack, water, fruit, dairy/beans/eggs/meat alternatives as appropriate; no protein-powder prompts","Sleep, hydration, normal meals, gentle play, and rest days are the main recovery tools for young users.",front_back,shoulders,child_play,coach demo | child attempts locomotion | soft landing/control | smile/rest,kids safe Bear Crawl exercise game demonstration,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_child_safety_review,EX01980,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Play Hip Flexor Stretch,play,preschool_child_3_5,unisex,36,5.0,not_applicable,not_applicable,mobility,play,coordination;healthy_growth;confidence;family_activity;fitness_foundation,beginner,low_to_moderate,none,home_school_outdoor,hip_flexors,quads;glutes,stretch,"Create a safe open space. Use playful cues, not body-shaming or punishment language.","Set up for hip flexor stretch with none; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Keep it playful; prioritize skill, landing control, and fun over load, fatigue, or competition.",1-3 playful rounds,5-12 reps or 20-60 seconds,45-90,playful controlled,"Progress with better coordination, balance, consistency, or game complexity before adding load.","Make it a game, reduce reps, shorten the distance, or use parent/coach demonstration.","no max lifts, no supplement prompts, no forced fatigue; technique and enjoyment first",child_supervision;no_max_lifts;no_supplement_prompts;fun_first,True,"whole-food meal/snack, water, fruit, dairy/beans/eggs/meat alternatives as appropriate; no protein-powder prompts","Sleep, hydration, normal meals, gentle play, and rest days are the main recovery tools for young users.",front_back,hip_flexors,child_play,coach demo | child attempts stretch | soft landing/control | smile/rest,kids safe Hip Flexor Stretch exercise game demonstration,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_child_safety_review,EX01981,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
